# The six-dimensional phase space data in the global Cartesian coordinates
# Part. ID    x [m]       beta_x*gamma       y [m]      beta_y*gamma        z [m]      beta_z*gamma
ID0 2.07889394e-01 -2.31670959e-02 2.07889394e-01 2.31670959e-02 0.00000000e+00 0.00000000e+00
ID0 2.03143629e-01 -2.53786881e-02 2.12635157e-01 2.53786649e-02 0.00000000e+00 0.00000000e+00
ID0 1.98397854e-01 -2.53788309e-02 2.17380911e-01 2.53785222e-02 0.00000000e+00 0.00000000e+00
ID0 1.93652000e-01 -2.53797144e-02 2.22126585e-01 2.53776386e-02 0.00000000e+00 0.00000000e+00
ID0 1.88905780e-01 -2.53831885e-02 2.26871893e-01 2.53741637e-02 0.00000000e+00 0.00000000e+00
ID0 1.84158399e-01 -2.53928208e-02 2.31616040e-01 2.53645243e-02 0.00000000e+00 0.00000000e+00
ID0 1.79408306e-01 -2.54129470e-02 2.36357471e-01 2.53443597e-02 0.00000000e+00 0.00000000e+00
ID0 1.74653154e-01 -2.54475114e-02 2.41093828e-01 2.53096544e-02 0.00000000e+00 0.00000000e+00
ID0 1.69889943e-01 -2.54995521e-02 2.45822079e-01 2.52572224e-02 0.00000000e+00 0.00000000e+00
ID0 1.65115183e-01 -2.55714041e-02 2.50538666e-01 2.51844741e-02 0.00000000e+00 0.00000000e+00
ID0 1.60324958e-01 -2.56653980e-02 2.55239543e-01 2.50886785e-02 0.00000000e+00 0.00000000e+00
ID0 1.55514872e-01 -2.57843109e-02 2.59920093e-01 2.49664526e-02 0.00000000e+00 0.00000000e+00
ID0 1.50679958e-01 -2.59314983e-02 2.64574986e-01 2.48135415e-02 0.00000000e+00 0.00000000e+00
ID0 1.45814600e-01 -2.61105736e-02 2.69198042e-01 2.46250358e-02 0.00000000e+00 0.00000000e+00
ID0 1.40912481e-01 -2.63253495e-02 2.73782091e-01 2.43952950e-02 0.00000000e+00 0.00000000e+00
ID0 1.35966533e-01 -2.65801558e-02 2.78318801e-01 2.41174161e-02 0.00000000e+00 0.00000000e+00
ID0 1.30968740e-01 -2.68810087e-02 2.82798312e-01 2.37816277e-02 0.00000000e+00 0.00000000e+00
ID0 1.25909644e-01 -2.72378032e-02 2.87208443e-01 2.33721312e-02 0.00000000e+00 0.00000000e+00
ID0 1.20777428e-01 -2.76663039e-02 2.91533211e-01 2.28632909e-02 0.00000000e+00 0.00000000e+00
ID0 1.15556792e-01 -2.81870128e-02 2.95750736e-01 2.22181626e-02 0.00000000e+00 0.00000000e+00
ID0 1.10228988e-01 -2.88125613e-02 2.99831908e-01 2.14007186e-02 0.00000000e+00 0.00000000e+00
ID0 1.04775597e-01 -2.95229509e-02 3.03743525e-01 2.04095520e-02 0.00000000e+00 0.00000000e+00
ID0 9.91857053e-02 -3.02622611e-02 3.07457345e-01 1.92963726e-02 0.00000000e+00 0.00000000e+00
ID0 9.34590472e-02 -3.09800150e-02 3.10956547e-01 1.81216200e-02 0.00000000e+00 0.00000000e+00
ID0 8.76019570e-02 -3.16556935e-02 3.14232744e-01 1.69136488e-02 0.00000000e+00 0.00000000e+00
ID0 8.16228603e-02 -3.22845902e-02 3.17280591e-01 1.56799132e-02 0.00000000e+00 0.00000000e+00
ID0 7.55306387e-02 -3.28654393e-02 3.20095516e-01 1.44228062e-02 0.00000000e+00 0.00000000e+00
ID0 6.93343610e-02 -3.33973635e-02 3.22673326e-01 1.31442214e-02 0.00000000e+00 0.00000000e+00
