% Model:              cyclotron_simulation (1).mph
% Version:            COMSOL 6.3.0.420
% Date:               Jun 4 2025, 13:40
% Dimension:          3
% Nodes:              3890
% Expressions:        1
% Description:        Magnetic flux density, z-component
% Length unit:        in
% x                       y                        z                        mf.Bz (T)
-45.19612541935747        -6.938893903907228E-18   -75.00000000000001       -0.0016835353615301946
-45.156518819909415       6.938893903907228E-18    -74.92650099648375       -0.0031630502968402214
-45.301550642409794       6.938893903907228E-18    -75.00000000000001       2.03434821526693E-18
-45.097594825538465       6.938893903907228E-18    -75.00000000000003       -0.0023359375239744673
-31.655783668252784       7.077671781985373E-16    -55.878191619249         -0.008519697475288862
-36.980523614230556       0                        -62.720636788941874      0.0011679630769490753
-31.993793724496683       0                        -61.44052576959194       -0.0011539001533563183
-31.492322059334512       6.938893903907228E-16    -55.98542961317579       -0.010208054701746624
-30.455152852381847       -2.220446049250313E-16   -62.09756384378776       -0.003961550668299723
-25.26019057976239        6.38378239159465E-16     -59.93353312277742       -0.0056872337537332025
-37.772459659087254       2.220446049250313E-16    -63.90553001514478       0.0017139529221282892
-32.753464626815344       4.440892098500626E-16    -62.262654170493775      0.0012350587006087098
-23.508798865683538       0                        -37.808926612899896      2.9338639350594E-4
-20.295454052245304       -1.1102230246251565E-16  -38.86108546415653       -6.435275665383235E-5
-20.766575560225938       2.1250362580715893E-14   -35.33194595233955       -3.656420415230436E-5
-23.86137184255085        0                        -37.381046066934694      3.096760742586878E-4
-19.509730325418797       -8.673617379884037E-16   -26.175335172366207      3.2952029093717765E-4
-20.138152942822366       1.0191500421363743E-14   -30.753640562352878      5.662759198023116E-4
-25.152521043210662       3.3306690738754696E-16   -59.70704531228763       0.007845139577121532
-25.06801462672891        6.38378239159465E-16     -59.8781876699878        -0.005714723085776058
-18.630719117241693       1.1102230246251565E-16   -37.32607418415719       0.0011739147072500206
-18.418347242403847       5.551115123125783E-16    -59.7520029467316        -2.2959394106668654E-5
-18.261282073179718       2.220446049250313E-16    -60.165027661301835      -0.003325260462466802
-52.96336125103076        2.220446049250313E-16    -18.0007840308489        0.0015918840642455395
-49.68017304955373        0                        -16.171451107304623      0.005267994946510192
-54.75241013719493        2.220446049250313E-16    -14.051527836907546      -0.0018248919170112121
-19.508117534166853       4.076600168545497E-14    -18.80390022860655       -1.3208873803849386E-4
-19.508923929792825       1.9949319973733285E-14   -22.489617700486377      -8.561070029767138E-4
-23.94509579125463        2.220446049250313E-16    -16.892344964151665      0.0012759762790171018
-21.460274670707932       1.1102230246251565E-16   -16.35611732088529       -4.4043822559749254E-4
-22.056389333310765       0                        -18.074558990601048      -0.0013478713271400276
-20.3740340591946         -1.1102230246251565E-16  -16.434512471114978      3.4407408922942657E-4
-28.277744089346907       -1.1102230246251565E-16  -44.57785379428521       4.849415595895139E-4
-25.014915173671564       5.828670879282072E-16    -59.481197230766405      0.013838977684562602
-22.877653848020056       -1.1102230246251565E-16  -51.636239678033725      -1.7868970404278107E-4
-18.263691981461072       -2.220446049250313E-16   -59.21144676307141       0.0014442285695255089
-14.557244379900899       4.163336342344337E-16    -56.10918557828426       6.309860307954559E-4
-15.00671916516871        -1.2359904766334754E-14  -39.59465136260111       -8.439504846513619E-4
-14.37187870967033        -3.885780586188048E-16   -55.68151980490923       4.5885061202464154E-4
-22.130623092400334       2.220446049250313E-16    -51.20992071082828       1.8640870677360082E-4
-15.692666804743546       2.220446049250313E-16    -46.952607842892576      7.646965441650991E-4
-15.976655862459609       6.661338147750939E-16    -49.99887406934813       -0.003470155729506163
-19.467520632252786       -2.220446049250313E-16   -40.27485580062637       3.214447471330383E-4
-17.053368696605133       -2.220446049250313E-16   -44.50354686013482       -8.25503137497581E-4
-38.54674962983039        0                        -21.455780658308353      -0.001252686880612322
-44.09409413399926        -2.220446049250313E-16   -20.622195100184882      1.1211154022021663E-4
-40.95210695494291        0                        -16.53285556885004       5.838654668722966E-4
-45.897967119170275       -2.220446049250313E-16   -17.933693462913915      -0.003596825643572875
-40.36322220824472        -2.220446049250313E-16   -20.51249591022993       0.006223305372985162
-39.09360423883501        -2.220446049250313E-16   -17.760176934376744      -0.004017544793953887
-116.99999999999996       0                        32.67836112854428        9.703096294083586E-6
-114.91710449503793       0                        33.93763544257031        -3.0915555893600565E-5
-119.66666666666671       0                        38.53071155744179        8.787454818679884E-6
-116.99999999999999       2.220446049250313E-16    35.888064918242925       8.055147500684864E-5
-125                      8.881784197001252E-16    39.79606733616259        -7.872230050336523E-6
-120.19574722500414       -1.3322676295501878E-15  42.14697791789659        2.7616314763340285E-6
-108.99999999999999       -3.552713678800501E-15   36                       3.630797606367364E-5
-125                      0                        48.597050502121945       2.5224754487307894E-5
-118.8547202604088        0                        47.46837848436377        3.543689256172496E-6
-117.00000000000003       6.661338147750939E-16    38.948437451415174       -1.832848210358548E-5
-116.2550087655957        -8.881784197001252E-16   43.56272971026939        -4.180955652007299E-5
-117.93962604407858       4.440892098500626E-16    48.02311115514344        -1.4921620364732022E-5
-118.46376745161736       2.220446049250313E-16    48.51638296179664        1.5995005949389647E-5
-46.70280398775931        0                        -12.494664368637807      -0.00236911263791316
-45.136731319620914       -5.551115123125783E-17   -12.051098666102682      -0.001149957432599993
-46.22084577685789        0                        -11.545024551221562      -0.0017921534713343065
-46.3577451900395         0                        -11.03687431229724       8.295401393322642E-5
-46.925843979209674       0                        -11.074964913979638      0.0010072471234239561
-51.37260333586849        -2.220446049250313E-16   -11.862939299424298      -0.0011410902774452395
-45.32319763202458        -5.551115123125783E-17   -10.790972871860863      -6.231114035506789E-4
-41.540991701641104       -6.661338147750939E-16   -12.553215227470165      -0.005725410465135966
-39.182139150818635       2.220446049250313E-16    -14.003676670798642      0.005297479204030299
-39.776921059414256       2.220446049250313E-16    -9.984183737687896       -0.002538946028601684
-34.56987837039849        5.204170427930422E-14    -15.727161643803711      6.619916294033542E-4
-37.2225341624535         0                        -11.529726685398579      0.003523864955490287
-37.32453806610624        0                        -9.327349442783074       -0.0035358103136417397
-28.75327610504315        0                        -15.548836275094605      0.002448736838197477
-30.753920025953956       -2.220446049250313E-16   -16.001145645570027      0.001543075232806927
-30.622658701796656       -2.220446049250313E-16   -14.072753658132632      -7.688392831371737E-6
-25.03530850042517        -2.515349040166371E-14   -13.773202657124841      -0.0018382104434397405
-42.01473089168131        -2.220446049250313E-16   -9.494331787732094       0.0011551664280612787
-77                       0                        -5.228801580429299       -1.606913394102081E-4
-68.17593884490213        0                        -7.252110502424663       8.88100728686933E-4
-71.53812548194853        1.1102230246251565E-16   -9.667398546298756       -0.0014116818755022993
-70.9427193767138         -1.1102230246251565E-16  -5.220972111717699       -4.619470785000436E-4
-75.44959609462549        0                        9.193035225130682        -5.75414573364233E-4
-77                       3.3306690738754696E-16   5.878258391346101        -8.23585077770281E-4
-77                       0                        10.545760844448576       5.606007130704761E-5
-59.63090306265254        -4.440892098500626E-16   -9.853106891077235       -0.001791548099440161
-68.49058058243787        0                        -4.939177038442532       -2.543418425690753E-4
-53.20378005301651        3.6429192995512955E-14   -7.045072037953107       0.0023639074620923997
-74.71268302737289        0                        12.073910857348835       3.0489984587634505E-5
-77                       0                        13.818245468309982       -6.348366803037855E-6
-74.3013892379586         1.1102230246251565E-16   13.203490942236794       1.7733003048052166E-4
-77                       -4.440892098500626E-16   15.434581151685784       -0.001687529549231589
-76.83256888836605        -8.326672684688674E-16   5.239493894879868        -6.362917602656468E-4
-77                       2.220446049250313E-16    5.386346415609032        -7.613714542218037E-4
-77                       0                        4.970463833895711        1.6278357490309735E-4
-60.755942461754955       2.220446049250313E-16    -6.394670651634575       0.0016039563545757213
-63.76805344136797        2.220446049250313E-16    -8.262814497710494       0.001516615296595822
-64.00222400079457        2.220446049250313E-16    -4.786412418972887       -0.0015085549564480378
-50.12501411133391        -2.220446049250313E-16   -29.30915936294321       0.001744997938063799
-18.08829905077907        4.440892098500626E-16    -67.43456112496325       8.640228039636447E-4
-11.773528721018799       4.440892098500626E-16    -65.82447250439276       0.004468422886647649
-18.12216433513172        1.1102230246251565E-16   -61.09152581111267       0.007609604202254103
-20.669967236966194       0                        -65.49413396648069       0.007049472428285635
-24.711224241401055       -2.7755575615628914E-17  -60.29784177431264       -0.008571976393335911
-19.120427009458776       -8.881784197001252E-16   -68.06290377649857       3.739580867037416E-4
-19.370985600723998       0                        -69.96543209030628       -0.010033089147224186
-17.95115483644036        -8.881784197001252E-16   -59.82663583800946       0.0010169568166249604
-14.40070489261644        6.106226635438361E-16    -56.32116941543985       -0.004278460313380592
-25.673625459854048       0                        -71.06524842488439       -0.005352715387316737
-25.480719550438174       -2.220446049250313E-16   -66.954121813318         0.0061090823729048095
-30.004428622701624       -3.3306690738754696E-16  -64.51467238925643       0.00403767645862478
-27.539940752284828       0                        -68.87386336974139       6.935157593836082E-4
-25.410029266868232       1.1102230246251565E-16   -60.64852218244001       -0.004492994339867692
-30.217975553332458       0                        -68.92824307278477       -0.002664684549101559
-33.59766307908115        2.220446049250313E-16    -69.17855250110877       5.64084899926507E-4
-35.409816117145006       2.220446049250313E-16    -66.71766854228534       0.00303576199483542
-32.05173513970785        2.220446049250313E-16    -64.57469202710307       0.004658171503341552
-34.548597742664995       0                        -71.63495577331796       -0.0037648654566439905
-28.222677552838967       0                        -74.06970727149091       -0.004227127163510108
-29.13423595883028        2.220446049250313E-16    -74.18718327443491       -7.638393499688767E-4
-19.897033723213163       0                        -75                      7.930468173509954E-4
-27.308416120347328       5.551115123125783E-17    -75                      0
-36.50412738754318        0                        -75                      3.142147520873493E-4
-28.995888357319384       -2.220446049250313E-16   -75                      3.800855795343824E-17
-16.941854312674707       -1.1102230246251565E-16  -25.198083471959954      -0.0010559490347941554
-16.960907640698633       1.1102230246251565E-16   -26.1534386659723        0.0015773588785608491
-15.848887289902798       2.220446049250313E-16    -25.944553343545728      -3.033062073739531E-4
-16.662524315243587       -2.220446049250313E-16   -34.90840103721175       -6.350935343470282E-4
-15.345406579195917       -3.686287386450716E-14   -29.078661789612763      0.001281110874528002
-15.937632900584932       0                        -33.25618339218644       -0.001775149042616898
-14.078590357349295       -4.440892098500626E-16   -32.45705795604652       -8.2156260364071E-4
-15.085623523992549       -4.440892098500626E-16   -34.74566225255063       8.458121032557303E-4
-13.271021913555966       -2.220446049250313E-16   -36.113421922245784      -0.002114724985562668
-10.135316060934924       0                        -36.90936700917791       -3.303773901454504E-4
-9.080779692656195        0                        -38.61013572034685       0.002986458193452241
-14.286607463220914       6.661338147750939E-16    -56.19721469005577       0.006295290251527183
-14.154834036398519       -4.718447854656915E-16   -56.45009255337498       -0.00210579468082906
-17.093958890635655       -1.1102230246251565E-16  -59.88861438541291       0.001662460630777747
-10.031233082548674       -3.3306690738754696E-16  -64.36342852357814       -0.0013776016027495473
-12.82532735124313        0                        -48.70849133508682       0.00273605256607892
-9.246862770111479        -4.59701721133854E-14    -43.85735677286267       7.418250459156894E-5
-14.006909692932718       -1.942890293094024E-16   -55.97424485241713       0.0046468798572511915
-8.286755334313307        0                        -50.38613627148261       0.0012786825666308648
-9.395554069228773        4.440892098500626E-16    -59.942457014451485      4.55925551478345E-4
-8.31777646205554         -1.1102230246251565E-16  -64.34908475192894       -0.0033232626686228012
-5.573088284043386        -2.220446049250313E-16   -61.439144890007185      0.0019647292387728428
-4.540890283519653        -4.440892098500626E-16   -62.39760330609795       0.0010679440356581669
-6.01745589519406         4.163336342344337E-16    -56.7340348287813        0.004036526132664752
-6.0603479696177125       3.95516952522712E-16     -56.83751443279157       6.555325435716175E-4
-5.976318120281353        1.3877787807814457E-17   -56.91851374955655       -4.430685952702492E-4
-16.902429132854593       0                        -20.42538468897925       8.213765893012422E-4
-16.988013175711462       1.1102230246251565E-16   -17.21081050425553       -9.377326663495573E-4
-17.770119735524364       1.1102230246251565E-16   -16.391349356881015      -2.7527545212571985E-4
-15.016229325786092       0                        -22.289667272406138      -3.0398552558827857E-4
-15.324184843350281       0                        -22.05243599579442       -1.8154320625596456E-4
-15.202069716966378       0                        -22.37868531426617       -0.0018641131569721227
-14.926357854863662       0                        -22.454820586243255      -0.0013088375308392144
-14.981531706104601       -2.7755575615628914E-17  -22.016638857773454      2.3293106975459476E-4
-15.539238456218111       0                        -19.345795656613937      -6.826974946895223E-4
-14.331800139141382       -2.7755575615628914E-17  -22.096315325165417      -3.134415293817686E-4
-19.868792967599692       2.7755575615628914E-17   -13.601781346593066      3.1286115524211994E-4
-19.89016893949801        -2.7755575615628914E-17  -13.293469948793572      -8.538457010150461E-4
-19.420688743194102       0                        -13.625901030616456      -8.96902497404598E-4
-19.684233362753826       0                        -13.312961955113623      1.0370818124778333E-4
-19.783731511257162       0                        -13.15148457828466       -0.0016189428328816924
-10.737076533955884       2.220446049250313E-16    -21.09184531492491       0.0011394982579516428
-11.443111935519177       -2.220446049250313E-16   -21.808254504282615      -2.499133589221938E-4
-14.416981306800961       0                        -12.952920577027797      1.68858439835955E-5
-14.618106185379212       0                        -12.686780402796206      -0.0014500312352083015
-14.835555530280471       0                        -12.895931950482655      -0.0015081222825292953
-15.025476137399865       0                        -13.510591001856348      1.418039393184952E-4
-14.316254553883718       -5.551115123125783E-17   -12.686337942866137      8.275770013815197E-4
-16.516797912137527       -1.1102230246251565E-16  -16.155921531306547      1.9180658977571846E-4
-17.01273583054624        2.220446049250313E-16    -15.511430312307573      6.142351172450204E-4
-114.88489638904397       -4.440892098500626E-16   39.517970848411885       3.810819768651E-5
-113.47299955422022       0                        43.27370664884595        9.394821152530416E-5
-110.57593224566068       4.440892098500626E-16    42.25930869517961        -4.6149219950555336E-5
-117.09672514627272       3.3306690738754696E-16   47.668223710348116       -4.1141564631703403E-5
-118.4788634811452        5.551115123125783E-17    51.04581613076203        2.1054279286003706E-5
-119.21389512124568       -2.220446049250313E-16   54.835711421062335       -3.307798115982061E-5
-125                      0                        57.39803366808129        9.22356216060316E-6
-120.49012952594855       0                        56.12612852345653        -2.027624199543773E-5
-125                      0                        66.19901683404065        1.1039820771837786E-5
-118.54165666287983       0                        56.90926523039565        -2.341488450827187E-5
-117.40376326893615       0                        55.25568997248769        2.609103721941754E-5
-117.64715618798806       0                        61.00003811056711        -1.4087588361202534E-6
-119.8194456622856        4.440892098500626E-16    67.06188552127544        5.647181366794487E-6
-118.1307834571395        -2.220446049250313E-16   63.64566893557134        8.039367073809452E-5
-121.8819115215581        2.220446049250313E-16    70.22218247640575        -9.448302326170746E-5
-125                      0                        75                       -2.1071006218431262E-5
-111.08579147282651       2.220446049250313E-16    46.96179297842946        -1.0017706601098217E-5
-106.16240146178264       0                        42.31287152170104        5.2580781506358205E-5
-107.28664638644015       -5.551115123125783E-17   44.321334409425354       1.05399279478339E-4
-105.1706492634375        0                        41.215541915384414       -2.603295118854637E-4
-105.23186736463846       0                        42.28526739418788        -3.201254053845093E-5
-103.75192267572749       0                        36                       6.539995056555096E-5
-97.47498503064713        4.163336342344337E-17    36.000000000000014       1.2530881453403587E-4
-97.41019343839848        -1.1102230246251565E-16  36.102252950422475       -1.2038019966277913E-4
-101.46809086177531       0                        38.21089351648311        -1.6649670489822223E-4
-100.91885138472018       0                        40.45254141458643        1.0469882065197367E-4
-117.6972949232726        -2.220446049250313E-16   48.84225646350879        1.3930775903039615E-5
-111.8203101124036        2.220446049250313E-16    49.03959042338593        -2.7259732669314017E-5
-114.0942460856348        4.440892098500626E-16    53.40473908889108        1.6189389290214143E-5
-94.82253730482918        -5.551115123125783E-17   39.93441873867026        -1.0770051074930335E-4
-97.27164028037639        -6.245004513516506E-17   36.000000000000014       8.275552889967879E-5
-93.8358515847369         2.7755575615628914E-16   39.47089877522359        -3.213029203898014E-4
-92.43959267438493        -1.3362791775883842E-16  36.00000000000001        2.1756382359672157E-4
-44.36937030634046        -1.7347234759768075E-15  -4.792120029939358       -0.0015496957412957494
-34.89694241140687        -4.440892098500626E-16   -9.9852891715539         0.005812002324890203
-35.07790847165609        0                        -7.6396512295616805      8.585024346028074E-4
-40.77412162470466        0                        -8.237900425090103       0.003037090375066869
-36.09210136133527        5.551115123125783E-17    -5.143064039786954       0.0033903569370149255
-35.11221359251822        0                        -3.8689564174759106      3.414122737518866E-4
-35.06362148242214        0                        -4.470845581057688       -0.0015075517383986044
-34.40064868311551        1.1102230246251565E-16   -4.273521737851262       0.005262738729074156
-30.562499466683494       -9.107298248878239E-14   -8.742505085643131       0.004026037249710835
-24.673640166981247       0                        -8.662172137720928       -2.583370435566389E-4
-24.746245254591496       2.7755575615628914E-17   -8.541393342019365       -0.0012972674755812729
-24.457173716704062       0                        -8.92069405594388        -0.0012959740101874785
-24.485534340414258       2.7755575615628914E-17   -8.649643422592128       0.0013583545275413684
-24.598672355994324       0                        -8.781941940618179       0.0011098818654933277
-21.545140656936333       4.440892098500626E-16    -7.60919803869829        -4.2703121360562063E-4
-22.340105537380303       0                        -6.102872548309894       0.0013613601083126616
-24.55601022427131        2.7755575615628914E-17   -8.519437994950927       5.607934573408652E-4
-71.01900337929052        0                        1.3903941524967691       -3.441650614911277E-4
-71.36842156838969        0                        0.8122726546352642       2.8051031325234755E-4
-70.88977028369504        0                        0.9291349516366725       1.3765840586687019E-5
-74.1218541087994         0                        3.2889514504722306       -1.1426806885095468E-4
-77                       4.440892098500626E-16    0                        -1.0349252309715945E-4
-70.76792529601084        5.551115123125783E-17    0.738174979753585        -2.2495575441373785E-5
-71.10046633331567        0                        0.23504005469777123      -4.5829187460512296E-4
-70.34415406159648        5.551115123125783E-17    0.3921411956071205       0.0026402422128809612
-76.79897772091192        -7.494005416219807E-16   5.513493781692822        -0.0010138466160934984
-73.02615222470851        4.440892098500626E-16    7.61084039646042         3.030342221587514E-4
-73.54582274570778        0                        11.964614800206194       -3.749292122961563E-4
-70.38694064954225        5.551115123125783E-17    3.65094642208545         -0.0047130145083680896
-69.81854126156104        -2.220446049250313E-16   9.104957870642078        -2.550153380213889E-4
-70.17684422901338        0                        0.9841402225671169       9.278820725641902E-4
-63.54653407785898        0                        -1.7117170027554152      -0.00414834980553111
-56.3467652212505         -3.469446951953614E-18   0.7953378126318853       -0.005653226799540835
-56.42580389577815        0                        0.8129480056637844       -8.4422392858012E-4
-56.34541688007244        0                        0.8123302428306718       0.0018648646086052826
-56.42701667524881        0                        0.7511727699432158       3.7737139761982014E-4
-56.354011684569734       0                        0.724817048955835        -0.005278184790803719
-56.32586869388053        0                        0.7901116330959268       -0.004135665393516738
-56.323075562974246       -3.469446951953614E-18   0.8144064777872431       0.00813907425682375
-47.18577880567588        0                        -0.7924233151734359      0.003576342418504938
-49.168670467557746       -4.440892098500626E-16   0.9159802121874058       -8.659211665183684E-4
-56.281584790362615       0                        0.8149955376267554       9.986415656496172E-4
-46.89069688855944        -2.220446049250313E-16   1.9341745650585782       -0.0045239559750335145
-69.75419418746955        1.1102230246251565E-16   10.790877907311755       -2.0305532300272537E-4
-70.47757098509307        0                        14.98671096605543        0.0012160041572821842
-72.39004516950105        0                        13.625658653979256       4.2327705073331713E-4
-74.12035650700693        1.1102230246251565E-16   15.224485133677021       0.0010123703432988204
-71.86140190167887        -2.220446049250313E-16   16.913773997479268       0.0012683268589511203
-77                       -2.220446049250313E-16   20.407771869934244       5.127548678035112E-4
-77                       2.220446049250313E-16    17.788641511212454       -8.048880897145808E-4
-75.24337447606955        -2.220446049250313E-16   19.68280884807183        -5.08637349417832E-4
-77                       -1.1102230246251565E-16  22.170845242167886       -4.8122318397472453E-4
-76.36759213473032        5.551115123125783E-16    16.082502375179995       -3.6105337023033333E-4
-73.34914950931261        -4.440892098500626E-16   18.85375258222869        -3.6279982743318677E-4
-73.26655439453275        0                        21.97775127790866        -3.001954790212986E-5
-74.31927331003484        0                        24.346322794735507       5.285039959378652E-4
-73.26655439453278        0                        23.928485007392702       2.3342119801982362E-4
-69.4183514680978         -5.551115123125783E-16   8.975352653703565        -1.349674744767211E-4
-63.435982321776144       2.220446049250313E-16    1.557682659941042        -4.884003129867222E-4
-77                       0                        25.46255567558373        -1.4604439163732154E-4
-98.61110001287145        0                        41.39848137147114        -7.174685768183915E-5
-104.90657965340823       0                        43.29403713487483        -3.178485786006043E-5
-71.98295416217579        2.220446049250313E-16    23.37349842485188        -0.0013810299054731908
-70.02409302258867        1.1102230246251565E-16   18.28774823383239        -6.811111831529653E-4
-77                       0                        30.771198419570705       7.64840639708529E-4
-72.7068952046743         -2.220446049250313E-16   24.744064972626916       -0.0012471547197074162
-14.575591439707113       4.440892098500626E-16    -72.1635067168977        -0.010371613238341109
-14.54397558107916        2.220446049250313E-16    -75                      0
-10.034358292974648       0                        -66.5673986860557        0.00356642893660953
-11.669680534579763       2.220446049250313E-16    -73.07733040896667       -0.006329188812007635
-12.521998256122462       -2.220446049250313E-16   -69.47164569756656       9.450032499883874E-4
-6.4006879842507285       0                        -69.93698667807408       0.001640016494287814
-3.946964868914249        -2.220446049250313E-16   -65.63411198831074       -0.009402742472257967
-8.592017324628006        4.440892098500626E-16    -65.96270899730243       0.001087119313738713
-3.6159636745001635       0                        -68.89395781839238       -6.35797445817428E-4
-9.497153091923503        2.220446049250313E-16    -65.42951978003121       0.001985315920157319
-12.152663226150707       -2.220446049250313E-16   -75                      0.0036168053989761757
-28.244492689024607       9.43689570931383E-16     -75                      0.0019402209170701905
-11.977209411422518       2.220446049250313E-16    -26.081192779893662      3.030411682168503E-4
-11.307849022942202       0                        -24.33538757443656       -0.0026128076062439504
-11.284504757066534       0                        -26.027825018254056      -0.0015834638597203537
-11.590400584248401       -1.1102230246251565E-16  -26.606995884234156      -0.0047570028435217505
-10.974669952741186       -2.220446049250313E-16   -26.62116947646657       -0.004943151529474925
-12.283776942423284       0                        -27.31184464327422       -0.0010059427799359501
-11.181082832973031       -7.285838599102591E-14   -31.98198840685932       0.0013739020760590488
-5.58973502086055         -2.4286128663675306E-14  -24.785623962502264      -0.001564734588077465
-2.0594704088811557       -4.3368086899420187E-16  -30.547461381937776      -0.008455846157631087
-6.150042711691161        -1.1102230246251565E-16  -38.531756185176135      -3.548609306282924E-4
-4.554701582532221        0                        -38.845429357527294      0.0023802443372282545
-5.566146702320209        -2.220446049250313E-16   -39.5574024771915        -0.001075327152213339
-4.9079017773031115       -1.1102230246251565E-16  -40.713646835341954      -0.0014669738782447054
-4.3846406675537235       0                        -39.701801639038685      4.8153131378904644E-4
-5.980187200992779        -3.8163916471489756E-16  -56.787853472294195      0.006722954349599377
-4.333477237553437        4.440892098500626E-16    -45.26781238793532       0.0011273677029818713
-5.89361875486674         -1.3877787807814457E-17  -56.54871340355464       0.0014028158212583068
-4.190617121731197        -2.220446049250313E-16   -49.933233128011736      0.0018111957758467038
-2.9966190281790017       -2.220446049250313E-16   -50.63387373048987       0.0020068404347917414
-3.5777127706872136       0                        -48.80348806324589       0.003848957240249538
-1.0116559821487168       2.220446049250313E-16    -66.35853000729728       -0.011597611407891187
-5.880275842709809        1.0408340855860843E-16   -56.89077576541725       0.0018106525014198376
-3.133716750352456        0                        -60.77340487467187       0.004372765519039562
0.039043530483347855      0                        -60.67310912843685       0.005717978453045287
-2.356895949726517        0                        -53.108673600798454      -0.005680913932230211
2.5186157385939105        0                        -64.53237795988068       -0.003613648130833429
6.512839442859942         0                        -68.31159806572805       0.004297829032172162
3.1421531920989887        0                        -69.4799121084462        -0.0020173836573605672
6.822053787535813         -2.220446049250313E-16   -70.9509351427435        -0.009933378856478981
8.003072686399486         2.220446049250313E-16    -69.27123342630239       0.0030112259249794565
10.754887391676096        -2.220446049250313E-16   -69.27123342630239       3.9366460383514525E-4
9.02209148334871          0                        -66.67349832909238       0.008942729856225604
5.931532805046503         -2.220446049250313E-16   -62.99770793651838       -6.266674088717672E-4
-5.937672479555095        -4.85722573273506E-17    -56.78996625872874       0.007759062282582038
0.242816005132602         2.220446049250313E-16    -58.3059145489364        1.1752859414439765E-4
4.606432887625081         1.7347234759768075E-15   -53.908829422037755      0.001967523983040963
0.10041864387743127       0                        -39.17869740077677       0.0011598233971008808
0.46323466147852266       -1.1102230246251565E-16  -39.867186303572026      -0.0015577363571676623
1.1550183942507342        0                        -39.81693601131909       0.00254950876882626
0.9433287722688997        1.1102230246251565E-16   -39.03137248692988       0.002549811847268886
-11.17785725046914        1.0408340855860846E-14   -17.239118519340003      2.360397571667209E-4
-5.897747635939739        1.1102230246251565E-16   -20.166813898530684      1.855684058187328E-4
-4.596652052833094        0                        -20.100848757099392      -3.1678260519174783E-4
-1.2546209321127194E-14   -1.7347234759768074E-14  -24.960694461904865      -3.1429550084359644E-4
-34.58657459171142        1.1102230246251565E-16   -3.5538462965733624      0.0073584544762219355
-9.36311052032357         0                        -10.991361969359374      8.268149828017365E-4
-9.643169131276778        5.551115123125783E-17    -10.9802202946653        -0.001424329332645614
-18.796003233931906       0                        -3.471299663667087       9.482747824622493E-4
-18.771334352471392       -5.551115123125783E-17   -3.0448422425912316      0.0037507008861810986
-18.927149213713236       0                        -3.2136556730752117      0.0023312481826799573
-17.865381115058227       1.1102230246251565E-16   -9.298287536119988       0.0014396196250392311
-17.65610536313278        0                        -8.666722634715585       0.0012747247224809315
-18.104869633533273       0                        -8.434135695322793       -3.2599632700807296E-4
-18.479615206372994       0                        -3.1285175447434113      3.332907164571358E-5
-17.508516668214224       1.1102230246251565E-16   -7.788033076789214       -0.0012238868702804252
-9.41549741621293         0                        -10.698858265993422      -2.3374573672573488E-4
-10.032976499727717       0                        -10.483343793769091      4.3428641387244997E-4
-14.29364632000198        5.551115123125783E-17    -12.03889078598983       4.575118243870255E-4
-13.71660272207675        2.220446049250313E-16    -7.811157810697173       -2.1328427330132986E-4
-16.59871483301407        1.1102230246251565E-16   -8.191749358526355       -4.147372088141718E-4
-9.047614437144478        0                        -10.688140894516849      0.0010133043198820412
-5.2068596552225035       -1.1102230246251565E-16  -19.74346775762726       0.002195955904825726
-110.12047510619335       -6.661338147750939E-16   48.480737024641485       -4.052487157225725E-5
-108.12702486618073       1.1102230246251565E-16   54.53133852570063        -1.1494394230671676E-5
-106.92274140897416       0                        53.86525110914063        3.682528924619784E-7
-114.62540245858209       -2.220446049250313E-16   60.43803508529812        -4.053771326296319E-6
-113.42100734978332       0                        57.07228961514794        2.7116918683457984E-5
-108.35868380680854       1.1102230246251565E-16   56.4537311616038         1.3961935163433552E-5
-117.25944181828291       0                        67.48827756586985        -1.2027480037072696E-5
-113.84037930599148       0                        64.30346299532383        -4.2414584438187994E-5
-108.64912194681582       -1.1102230246251565E-16  62.453919874927216       -6.5421697546360735E-6
-107.49315064970968       -1.1102230246251565E-16  64.59626247371995        -2.576394857148609E-5
-111.50430926924219       -2.220446049250313E-16   68.21604746912688        2.2559265660724036E-5
-116.19901683404063       0                        75                       -6.177680676500152E-5
-108.2233216745596        4.440892098500626E-16    70.92556216004655        -1.4934895451068E-5
-107.02671198249483       -2.220446049250313E-16   62.08231398293473        1.9734115174077013E-6
-106.91417545524995       -4.440892098500626E-16   55.607815707637556       -2.5991210821389492E-5
-114.63889132457116       4.440892098500626E-16    67.92475420851021        -4.7958927309603945E-6
-93.21651984754308        5.551115123125783E-17    39.451551280778055       -4.50614315880536E-4
-92.43930197839317        -1.7293024651143796E-17  36.00000000000001        1.2291539218885856E-4
-97.34305780272548        1.8735013540549517E-16   36.000000000000014       3.927356947945827E-4
-100.88536988216677       4.440892098500626E-16    44.2650488651132         8.890689138170789E-5
-97.98742508043188        -2.220446049250313E-16   45.23206504582249        -1.40181222612454E-4
-99.9500527454596         0                        47.51461026415437        1.8825887541116054E-4
-101.4641759747887        -2.220446049250313E-16   50.601850785746095       -2.8913999954857062E-5
-107.5688182450088        1.1102230246251565E-16   49.33161280272838        6.380621575455983E-5
-105.28549365519338       -2.220446049250313E-16   53.77590768478377        1.9485572642272638E-5
