% Model:              cyclotron_simulation (1).mph
% Version:            COMSOL 6.3.0.420
% Date:               Jul 14 2025, 20:45
% Dimension:          3
% Nodes:              6848
% Expressions:        1
% Description:        Magnetic flux density, y-component
% Length unit:        in
% x                       y                        z                        mf.By (T)
-106.85254160009528       2.220446049250313E-16    -43.32128009323837       0.21323474707598677
-107.41900363021259       -5.551115123125783E-17   -39.38689079230648       0.2131935767727794
-109.22739420519113       0                        -42.29231556829876       0.21255040893663554
-104.49792582371103       0                        -57.20587496991386       0.2117636013221209
-104.22554915929904       0                        -56.99177361159741       0.21200573057317607
-104.25835201272663       -2.7755575615628914E-17  -57.222080434316425      0.21197853070846331
-104.06456142256178       -2.7755575615628914E-17  -57.0854298378688        0.21210152021586784
-104.14944823459959       0                        -57.42762032683429       0.21198535387352996
-104.857575004927         -1.3877787807814457E-17  -51.092251580374096      0.21269410797265226
-104.97708683318486       5.551115123125783E-17    -50.55066123250829       0.21273233464706073
-104.51683830527779       -1.3877787807814457E-17  -52.75156484140316       0.21258218440505292
-103.69711059329595       0                        -56.67149411921342       0.21238252062861873
-103.52599230582756       2.498001805406602E-16    -41.633706276007764      0.21419441579853687
-122.67956279903825       0                        -25.66803673314048       0.21398109404832172
-125                      0                        -25.296030795518863      0.21397722529233634
-112.26894603058594       0                        -33.49758993281233       0.2131878691070051
-112.6478144021844        1.1102230246251565E-16   -36.36869836680862       0.21272558173558292
-112.31614248162815       1.1102230246251565E-16   -32.40728382843276       0.21326606923489932
-113.58596624400691       2.220446049250313E-16    -30.36270169647735       0.21356711411369145
-111.05500144088113       0                        -34.2175905404641        0.21302405534193303
-112.87171291603423       1.1102230246251565E-16   -37.65969602731247       0.2124462961396961
-112.83427877516354       0                        -29.147211313970274      0.21355308707304857
-116.99428345623839       3.469446951953614E-18    -28.209031262701753      0.2137884526814764
-116.95799878089132       0                        -28.239261906778808      0.21376034935505303
-116.93191819293982       0                        -28.192358058121492      0.2138613718704635
-117.03466376582756       -3.469446951953614E-18   -28.19800971125912       0.21378815004073848
-117.00578484407386       -3.469446951953614E-18   -28.22986400120378       0.21375738036228192
-117.0401120864469        0                        -28.27298758946828       0.2138372548825446
-112.70607390463874       -1.1102230246251565E-16  -27.609587202640146      0.21368602623318217
-121.00000000000004       4.440892098500626E-16    -22.336515656700293      0.21446996607892643
-122.24424878583591       0                        -23.90131834596289       0.21422481865823145
-121.00000000000003       2.220446049250313E-16    -24.295645141340614      0.21423263395812378
-116.998193355489         -3.469446951953614E-18   -27.86743685110615       0.21387475246102022
-117.82631572195517       5.551115123125783E-17    -21.539224228200755      0.2145308746778615
-108.99999999999999       1.4210854715202004E-14   -32.3109396259752        0.2123502611827063
-112.20000000000003       5.551115123125783E-17    -37.58700384943996       0.21255091969990786
-108.99999999999999       0                        -36.00000000000001       0.2128060915535946
-107.60000860708323       1.3877787807814457E-16   -38.88228147423543       0.2130763747692487
-125                      3.552713678800501E-15    -19.083034644958687      0.21478040635403617
-120.99999999999999       2.220446049250313E-16    -18.289496606920466      0.21487564454940586
-117.44788430253466       -5.551115123125783E-17   -20.54109979453769       0.2146060666967071
-117.20718902570788       2.220446049250313E-16    -21.01681581835218       0.21452549680501498
-122.89457727322481       0                        -14.87531987451274       0.21512100395893913
-120.19281754396206       4.440892098500626E-16    -16.176112186855754      0.21507034712228362
-120.99999999999994       4.440892098500626E-16    -11.088982492038209      0.21523994496325052
-112.82966203111152       -1.3877787807814457E-17  -23.474145671946587      0.21375962651647673
-113.44621161970025       0                        -23.052255004761054      0.21393362132984436
-112.78105154981444       0                        -23.394205369252912      0.21358509952544344
-112.70961385143833       -1.3877787807814457E-17  -23.46064208764238       0.21358951785158942
-112.77515203261133       -1.3877787807814457E-17  -23.603149612226144      0.2136630447836705
-112.7735628653498        -1.3877787807814457E-17  -23.245767906347353      0.213746654694498
-117.72822466877071       2.220446049250313E-16    -14.714060603629573      0.21490929527731187
-111.36476919324028       -2.220446049250313E-16   -28.54175801778949       0.21318984453631956
-105.31093962597521       1.4210854715202004E-14   -36.00000000000001       0.21230272460208632
-107.458051326516         0                        -39.177567111443004      0.21304341186418357
-103.67278880130104       0                        -38.93970877040164       0.213839525951247
-107.14785860079749       1.3877787807814457E-16   -39.14512932743187       0.21318719232114156
-100.7168163565793        -6.245004513516506E-17   -38.809454027212496      0.21380783460657557
-103.382908588315         2.7755575615628914E-17   -41.40411418660257       0.21420426142730298
-108.99999999999999       0                        -28.6218792519504        0.21237521453704833
-109.31518823823517       5.551115123125783E-17    -66.9148299538526        0.20744426175240963
-106.0281607648935        -2.220446049250313E-16   -64.4356853121748        0.20954691614846524
-109.75271089453041       -1.6653345369377348E-16  -67.08366433971723       0.20717170541995666
-114.8516709526419        0                        -69.98910171653232       0.2043272999917335
-117.561231755627         -4.440892098500626E-16   -69.66814668572617       0.20367604595221314
-110.11944827890913       1.1102230246251565E-16   -67.49713109827889       0.20682240742871433
-113.94585781719826       -2.220446049250313E-16   -72.26531773568024       0.2046790950169489
-109.46102212775295       -4.996003610813204E-16   -67.17316169528753       0.20729858017984762
-109.71663438742455       -1.1102230246251565E-16  -67.75803672232475       0.20703530811705062
-112.09090558184027       0                        -70.51519233736481       0.2056249868807526
-110.0729072953184        0                        -71.03906250000007       0.20654936662648646
-111.49846946147305       0                        -72.27406692439907       0.20580149787478713
-112.57400769887975       0                        -75                      0.20505748896264783
-101.80929846757176       -4.163336342344337E-17   -60.34680862637707       0.2131782838351636
-100.6403570288804        -1.3877787807814457E-16  -62.62257927595858       0.2136633220595977
-104.17557878711789       2.220446049250313E-16    -66.1230972458838        0.21065779255375613
-108.80440071111406       1.6653345369377348E-16   -67.14802352261307       0.207627367017826
-105.499155274343         -6.661338147750939E-16   -69.05836754073354       0.20945326975132664
-103.47259400262374       0                        -68.9273614071148        0.21095679774108314
-100.24690718213255       2.7755575615628914E-16   -63.05516335965875       0.21406732179100313
-106.36101154831958       -2.8421709430404007E-14  -75                      0.20868089016832295
-100.13802137767821       -2.220446049250313E-16   -57.090597812005136      0.21481406698244854
-100.10530727813455       -1.1102230246251565E-16  -55.35941170077373       0.21509165104242123
-100.00138135533543       -4.163336342344337E-17   -62.300989160792895      0.2143310864444316
-98.39522975090051        -1.1102230246251565E-16  -57.36742223085531       0.21619503514665808
-112.60075455194955       -2.220446049250313E-16   -48.86951084912977       0.2096597518781863
-111.52462964414018       3.3306690738754696E-16   -53.11127284819456       0.20881596145501127
-112.54458753511962       -2.220446049250313E-16   -49.788807823204024      0.20939522723619325
-104.71348211846959       4.579669976578771E-16    -50.815839312795454      0.21282162113543743
-101.75371924769327       -2.220446049250313E-16   -53.7932679867305        0.21415657929488982
-104.68135275919643       2.220446049250313E-16    -50.624739910695205      0.21289392344416225
-105.45591600229127       2.220446049250313E-16    -45.301566394001235      0.21350444249888287
-102.3953947487729        2.220446049250313E-16    -46.37265271556232       0.21473355710732128
-103.35453209886379       1.942890293094024E-16    -41.85801134943974       0.21431576559776114
-101.27295747754123       4.440892098500626E-16    -68.3896072222692        0.2127281188219439
-100.02002872785273       2.498001805406602E-16    -62.98327193812463       0.21424835289922775
-104.14105915617894       0                        -63.76953530270954       0.21090258709912385
-100.15724117887497       1.3877787807814457E-16   -62.82995651744436       0.21411529854302125
-97.04054211106701        -2.220446049250313E-16   -58.95812616236468       0.21707403959388402
-96.28263598992547        0                        -62.047162687532435      0.2175353361157364
-99.99491099818745        3.608224830031759E-16    -62.73316704410629       0.21431334090684917
-103.31115521867524       5.551115123125783E-17    -41.61117887072722       0.21428626625789218
-100.67341238873983       -3.2612801348363973E-16  -38.82656899840274       0.21377262479589548
-100.45973869667239       2.220446049250313E-16    -54.161915609372315      0.21498986002988615
-96.1186128189791         4.440892098500626E-16    -47.5927375409067        0.2181054774530192
-94.48549211326538        1.1102230246251565E-16   -42.01090991683751       0.21685331387325757
-91.21944787062829        0                        -45.13185391740414       0.21964534985018316
-103.11292582657217       3.3306690738754696E-16   -41.83036355714193       0.21431291080327153
-95.13088673617084        2.220446049250313E-16    -42.01104850192723       0.2168011723483483
-97.82562880503318        2.220446049250313E-16    -47.204688448143244      0.21711787532064825
-100.66455475738614       2.220446049250313E-16    -46.233593992517704      0.21549386798361203
-99.71650048261682        2.220446049250313E-16    -43.44737148991217       0.21572884718690358
-101.2593684354334        -2.220446049250313E-16   -47.921038873596935      0.21514709782488564
-100.90377900270143       -3.3306690738754696E-16  -52.60378713931621       0.21488682618229057
-104.60543437938847       2.0816681711721685E-16   -50.73799037947519       0.21291896504714933
-98.36725188700375        0                        -48.7941783471646        0.21671344250431895
-96.77761014819694        5.551115123125783E-17    -52.47767816276381       0.21777092587468605
-95.6711776257583         -5.551115123125783E-17   -52.01848689879847       0.21856592273588119
-95.46470184107089        0                        -52.28107064555292       0.21871198873215544
-95.69583135154102        0                        -52.75311155215656       0.21858084967263114
-95.80585280530836        -5.551115123125783E-17   -51.41021482079945       0.21842618597102134
-94.94248263282194        0                        -51.632652238263915      0.2190038364937032
-92.96209330679842        0                        -48.68720929751064       0.22013487507091392
-98.93941931791963        0                        -41.243643679370926      0.21546835760302577
-103.0249821481103        8.326672684688674E-17    -41.59109814057073       0.21434368435908435
-100.62563816255384       -1.5959455978986625E-16  -38.837836723790886      0.21380915602520204
-94.9399374904193         2.220446049250313E-16    -41.44489079830597       0.21640229412028983
-100.64933585973475       -2.7755575615628914E-16  -38.80756843700543       0.21351186026665198
-108.99999999999999       -6.938893903907228E-18   -25.002918855284385      0.21195233005938993
-109.11363552786455       6.938893903907228E-18    -24.978377896217037      0.21206937033313497
-108.99999999999999       6.938893903907228E-18    -24.929173731531986      0.21194559609620808
-116.37497192340044       -2.220446049250313E-16   -20.721639973647548      0.21450768205983134
-112.7701649866397        -2.220446049250313E-16   -19.22181203251693       0.21394544456978185
-113.05970064494853       0                        -17.393905520491366      0.21405180980869112
-116.81148974649463       5.551115123125783E-17    -21.13075369892607       0.21454209370400287
-116.96795621895235       0                        -20.509177370041737      0.21455099607464753
-117                      0                        -14.773975844769806      0.21485483138470665
-114.7187812506332        0                        -16.506152758881072      0.21442466971955293
-101.62187925195039       0                        -36.00000000000001       0.21222535858567682
-100.6704619859853        0                        -38.76352380806998       0.21378146137835588
-100.63291868310426       -3.191891195797325E-16   -38.78655789427827       0.21369535904620923
-125.00000000000001       4.440892098500626E-16    -12.87003849439855       0.21527472354543287
-121.36411233438527       4.996003610813204E-16    -10.685551473733927      0.21530468951907242
-116.99999999999999       3.3306690738754696E-16   -14.07643538719406       0.21488594970500569
-120.78082928102269       0                        -10.570003078977091      0.21520931459003248
-125.00000000000001       3.552713678800501E-15    -6.6570423438383415      0.21547318694930415
-117                      -1.1102230246251565E-16  -12.942006284526169      0.2149350438262087
-117                      0                        -8.389291498225619       0.21512404543051894
-120.52841454915327       1.1102230246251565E-16   -10.170011508372873      0.21524431888444054
-118.87471852200284       -4.440892098500626E-16   -6.1639702960416         0.21529871153122201
-114.21758982398131       0                        -8.974789878480482       0.2142626662158314
-116.99999999999997       4.440892098500626E-16    -6.013059467860599       0.21506319969201299
-120.99999999999996       -1.1102230246251565E-16  -1.6240950689971796      0.21548082953278405
-122.03577229988502       0                        -0.3216706176172383      0.21548893636987745
-120.04637005068926       -2.220446049250313E-16   0.21750744357274066      0.2154322747403825
-119.30419505755809       -1.1102230246251565E-16  -2.3684619506491145      0.2153226743491116
-115.56692034456358       0                        1.6252682448817046       0.21466254532697496
-115.53799253575086       0                        -0.15442623726685922     0.21472126943482497
-114.51341837018879       -5.551115123125783E-17   0.7830513188761602       0.21439955817417924
-114.78477912734976       0                        1.4943192876029459       0.21447733804431596
-120.99999999999996       0                        2.3918000325606794       0.21544526147730497
-118.52199726762696       2.220446049250313E-16    2.9130543476750925       0.21532179452522074
-118.16139287480962       6.661338147750939E-16    4.820467879297125        0.2152829817581554
-120.1817163675077        2.220446049250313E-16    5.3630454055209515       0.21538255525223238
-121.01683664531848       3.3306690738754696E-16   -10.438270237685833      0.2152362452321582
-125.00000000000001       2.4158453015843406E-13   6.657042343838327        0.2154719129029336
-125                      2.220446049250313E-16    0.4440461932782007       0.2155776883249038
-97.34370304916023        0                        -37.0131972043886        0.21250961085743375
-99.95369992037034        0                        -38.06678361602499       0.21335064678734098
-97.90129072079041        0                        -36.082209906275665      0.21157391650345092
-98.16300345564999        -1.3877787807814457E-17  -36.00000000000001       0.21163937773099967
-98.00361499598681        -2.7755575615628914E-17  -36.00000000000001       0.2114837878529795
-97.81424705106394        0                        -36.00000000000001       0.21133933202619146
-112.65561900303015       0                        -23.366449517436955      0.21369244250096422
-108.99999999999999       6.938893903907228E-18    -24.865215354255756      0.2118485734157608
-108.99999999999997       2.220446049250313E-16    -21.101822222579667      0.21190457822075917
-111.01395501083579       0                        -20.04518619112222       0.21296727799259513
-110.32175568640247       -3.3306690738754696E-16  -18.327406237695662      0.21236547646417392
-108.99999999999999       1.1102230246251565E-16   -19.065470109590038      0.21150046141749468
-115.82363842008414       0                        -13.831957424441628      0.214603569893919
-112.99999999999996       -2.220446049250313E-16   -10.778310363840438      0.21393930487010282
-113.04936457377707       -2.220446049250313E-16   -14.373640365797833      0.21396104089045817
-112.99999999999994       -1.1102230246251565E-16  -8.847779758125055       0.21392554004269648
-115.34733573745842       0                        -5.975025959718277       0.21467436615883928
-108.99999999999999       0                        -17.229567376946193      0.21139063758727297
-111.09603751337588       0                        -15.997561009767022      0.21282351197110794
-111.27833293332148       0                        -13.622559180701217      0.21294663081152146
-109                      2.220446049250313E-16    -15.234091664502643      0.21141060126803632
-108.99999999999999       -1.3877787807814457E-17  -11.427091521252473      0.2109170562943491
-109.36704849056851       0                        -11.085723021800195      0.2112068735285339
-108.99999999999999       1.3877787807814457E-17   -11.248653080850747      0.2108863279899003
-108.99999999999999       1.3877787807814457E-17   -11.051530751150947      0.21084783053672965
-110.88544650743876       2.220446049250313E-16    -7.5151547316723715      0.21246307554456845
-113.00000000000004       0                        -3.1837934867617084      0.21390423443403592
-114.73052140494454       -1.1102230246251565E-16  -4.474824784773395       0.2143723393187869
-113.00000000000001       2.220446049250313E-16    -4.683150861957027       0.21397569667148603
-111.49673138398538       0                        -5.4195043417911055      0.21282213197244756
-113                      0                        -6.958823164789009       0.2138439748860857
-114.77446380078902       5.551115123125783E-17    2.142924355388019        0.21446372874270656
-116.33155793035624       2.220446049250313E-16    4.0006102485084565       0.21487753754674088
-113.64588134384647       1.1102230246251565E-16   1.2001201683226588       0.21397462889216456
-112.36970828081365       1.6653345369377348E-16   -1.0782032744887544      0.21343677125313815
-108.99999999999999       1.4210854715202004E-14   -3.689060374024805       0.2106201555994858
-108.99999999999999       0                        -7.380355105944984       0.210974809513247
-94.4625285483472         1.6653345369377348E-16   -40.72169190264823       0.2161338932987341
-94.59164477779328        2.220446049250313E-16    -36.00000000000001       0.21130038124176262
-92.60941785210575        5.551115123125783E-17    -40.78640951345316       0.2163789531902595
-89.26058393608014        -1.1102230246251565E-16  -39.80645602038093       0.21566328920194613
-89.89208579448558        5.551115123125783E-17    -42.47219045303724       0.21811306418314524
-90.17208160713164        1.1102230246251565E-16   -39.32198828871029       0.2148943533792369
-89.1223365797323         0                        -39.21165421995553       0.2147631532077555
-89.58198159118446        -1.1102230246251565E-16  -38.63781498897996       0.21407636709059674
-90.85879193242317        -2.220446049250313E-16   -44.0500279285105        0.21922728554800158
-94.25211276341274        2.7755575615628914E-16   -41.25764642994562       0.21661789827238231
-93.64964679133125        0                        -40.10421591669832       0.21564381326585608
-92.72010406229236        0                        -36.00000000000001       0.21066243881187063
-92.19905993503713        0                        -36.79979121927725       0.211703212457246
-91.2819225974076         -1.1102230246251565E-16  -36.00000000000001       0.2102515736208129
-88.34212084998823        0                        -39.427073298408246      0.2151701334899975
-88.23234276317716        0                        -37.12341041312975       0.21122551470849807
-88.65514649863337        5.551115123125783E-17    -36.00000000000001       0.20940573634234366
-90.5034245627806         -1.1102230246251565E-16  -45.59667418244807       0.22008965977359743
-91.47420437813528        1.1102230246251565E-16   -49.04319533273156       0.22108080052457485
-87.0619441163386         0                        -43.31580901121192       0.2196706687449519
-87.15516530637876        -5.551115123125783E-17   -42.744901716917184      0.21913072761099534
-88.2086953130122         0                        -43.609087309317886      0.21974037631028653
-86.78710834169168        5.551115123125783E-17    -42.362856887268045      0.2187491767487793
-86.71335209513823        5.551115123125783E-17    -42.80925133782486       0.2192261913275521
-85.79412051083153        -2.220446049250313E-16   -39.42687774394756       0.21528590311165677
-87.24171775151129        -5.551115123125783E-17   -36.86173116679265       0.2106210436653968
-85.07721064563476        1.1102230246251565E-16   -38.21453716356547       0.21276121245306454
-97.05027590789562        5.551115123125783E-17    -68.84796486290544       0.2164158630309439
-96.96210048652337        2.7755575615628914E-17   -68.813901645511         0.21651617025184466
-99.83574356337479        1.3877787807814457E-16   -62.94136724565198       0.2143652598512899
-95.43445847045196        0                        -64.12389995435834       0.218162397752954
-93.41102931259674        -2.220446049250313E-16   -65.50729816726735       0.22013873495925712
-101.6751381394764        0                        -70.12500000000004       0.21227933604971633
-97.01347017773656        4.0245584642661925E-16   -68.92064912935507       0.21644855978569544
-101.89823016273007       -4.440892098500626E-16   -72.13223148274523       0.2120261301013477
-100.14801539775948       0                        -75                      0.21327742919908832
-97.05569178100683        4.163336342344337E-17    -69.01974956473804       0.21636496150210338
-94.14531404160104        -5.551115123125783E-17   -52.91831520258219       0.2197000818709166
-88.66546199936207        1.1102230246251565E-16   -49.7152031984496        0.22302426923992638
-88.86426790600242        1.1102230246251565E-16   -46.66076416848834       0.2216187975732336
-86.6529615425167         1.1102230246251565E-16   -49.1004422642519        0.22415317914926622
-87.78944780431465        0                        -52.66445773492841       0.22435389096157246
-94.07441928431368        -2.220446049250313E-16   -55.873641636418284      0.21978379167735915
-91.37883893292803        0                        -55.78047661357887       0.22205764002238162
-95.10889854362605        2.220446049250313E-16    -56.900521050428516      0.2188672576597593
-94.64122870858998        -2.220446049250313E-16   -59.526184536034684      0.21920692185555068
-94.2197536112444         -4.440892098500626E-16   -62.25775532456093       0.21944542491824257
-92.13814911667183        0                        -63.94056889986718       0.22144855972466804
-91.91060143269003        -1.6653345369377348E-16  -59.126270749846185      0.2217281463099703
-91.46079824978446        -1.1102230246251565E-16  -60.117571577231246      0.22213539774709154
-90.4611483310297         0                        -61.50543336214173       0.22316088894888858
-89.80511853940945        -1.1102230246251565E-16  -65.39383827516924       0.22387330779644204
-85.60184404196468        -1.1102230246251565E-16  -50.174751661176465      0.22527229198128484
-87.93696591179189        -1.1102230246251565E-16  -62.690878792488334      0.22574125001811501
-88.2314629965883         0                        -65.24999999999997       0.22556427921615071
-84.73055115989081        0                        -52.21241529817529       0.22661562598154983
-91.77641487549128        6.661338147750939E-16    -65.53106333472502       0.22177596107958336
-90.55461404276839        4.440892098500626E-16    -44.620185299570224      0.21965274081231914
-90.17343757368405        4.440892098500626E-16    -44.84429315879028       0.22002000858669843
-91.54764921239627        0                        -50.31514123218079       0.22133444015812975
-89.6866069373859         3.3306690738754696E-16   -54.613496737429855      0.22346953217500648
-121.36854476295743       -2.7755575615628914E-16  10.608341558673311       0.21530161087382393
-125                      -4.440892098500626E-16   12.87003849439855        0.21527223447553523
-112.15597300608447       1.1102230246251565E-16   0.5275513792729962       0.21324343285128808
-120.99999999999994       -1.1102230246251565E-16  6.915737948163398        0.2154173731617342
-121                      1.1102230246251565E-16   9.88915873580768         0.21529985636273877
-116.99999999999997       4.440892098500626E-16    -4.095012604368651       0.2151178143098355
-113.72316923706032       0                        5.43218465972593         0.2142425696401657
-114.67998879585295       2.220446049250313E-16    6.373738325056486        0.2144676788800717
-111.99999999999997       -1.1102230246251565E-16  1.2105946401452885       0.21321449778087748
-113.06748967985554       0                        3.452000780966908        0.21393882676285708
-115.70138297656237       2.220446049250313E-16    8.37650091922391         0.21468689087447235
-117.58709354733602       -2.220446049250313E-16   7.8380439935683786       0.21511037068232533
-118.43151210821256       0                        8.766621959045992        0.2151773807696753
-113.24619061477566       0                        7.566122551799474        0.2140105033579414
-116.99999999999999       -2.220446049250313E-16   9.2263759864811          0.21497592194970763
