0
10.0
0.0
-3.0
300
961
-1.667161e+01 -1.628769e+01 -1.604609e+01 -1.542777e+01 -1.538465e+01
-1.704394e+01 -1.801032e+01 -1.702623e+01 -1.809912e+01 -1.824221e+01
-1.820505e+01 -1.782664e+01 -1.841041e+01 -1.830857e+01 -1.852434e+01
-1.585348e+01 -1.665627e+01 -1.509053e+01 -1.851545e+01 -1.706057e+01
-1.810939e+01 -1.802517e+01 -1.864577e+01 -1.786069e+01 -1.906425e+01
-1.908519e+01 -1.688569e+01 -1.641467e+01 -1.752445e+01 -1.694205e+01
-1.724467e+01 -1.595119e+01 -1.631618e+01 -1.799068e+01 -1.735976e+01
-1.658779e+01 -1.638400e+01 -1.851106e+01 -1.850896e+01 -1.834192e+01
-1.883111e+01 -1.914349e+01 -1.924548e+01 -1.927432e+01 -1.883661e+01
-1.900601e+01 -1.916323e+01 -1.622897e+01 -1.634797e+01 -1.512957e+01
-1.570893e+01 -1.652593e+01 -1.644192e+01 -1.551506e+01 -1.512890e+01
-1.693489e+01 -1.758547e+01 -1.655265e+01 -1.948010e+01 -1.945540e+01
-1.995868e+01 -1.947367e+01 -1.703113e+01 -1.781710e+01 -1.764145e+01
-1.774074e+01 -1.783795e+01 -1.781460e+01 -1.817038e+01 -1.981454e+01
-1.717355e+01 -1.692349e+01 -1.719272e+01 -1.735784e+01 -1.796715e+01
-1.745966e+01 -1.831111e+01 -1.905529e+01 -1.894966e+01 -1.877577e+01
-1.877961e+01 -1.878069e+01 -1.878998e+01 -1.975596e+01 -1.989039e+01
-1.939060e+01 -1.983075e+01 -1.982758e+01 -1.991102e+01 -1.923936e+01
-1.957966e+01 -1.976419e+01 -1.715291e+01 -1.688897e+01 -1.602244e+01
-1.575135e+01 -1.582672e+01 -1.596264e+01 -1.652466e+01 -1.714339e+01
-1.533908e+01 -1.510856e+01 -1.486215e+01 -1.413668e+01 -1.486471e+01
-1.600405e+01 -2.069696e+01 -2.103325e+01 -2.029909e+01 -2.027041e+01
-2.027699e+01 -2.032378e+01 -2.024939e+01 -2.027700e+01 -2.082995e+01
-2.039891e+01 -2.011623e+01 -1.811960e+01 -2.088602e+01 -2.108488e+01
-2.189404e+01 -2.046789e+01 -1.821580e+01 -1.946275e+01 -1.917052e+01
-2.117631e+01 -2.028284e+01 -1.397600e+01 -1.339714e+01 -1.777299e+01
-1.751366e+01 -1.789980e+01 -1.732699e+01 -1.832650e+01 -1.847025e+01
-1.877390e+01 -1.879839e+01 -1.880466e+01 -1.921498e+01 -1.904597e+01
-1.880833e+01 -1.880602e+01 -1.900293e+01 -1.554571e+01 -1.602356e+01
-1.533767e+01 -1.957704e+01 -1.970709e+01 -1.936480e+01 -1.916837e+01
-2.027176e+01 -1.983286e+01 -1.957829e+01 -2.008026e+01 -1.964067e+01
-1.844960e+01 -1.715800e+01 -1.649923e+01 -1.746633e+01 -1.762690e+01
-1.487045e+01 -1.390874e+01 -1.473796e+01 -1.619235e+01 -1.837315e+01
-1.842930e+01 -1.825874e+01 -1.839728e+01 -1.859805e+01 -2.122344e+01
-2.121428e+01 -2.122701e+01 -2.123271e+01 -2.031189e+01 -2.123436e+01
-2.085409e+01 -2.088104e+01 -2.099452e+01 -2.043862e+01 -2.090225e+01
-2.061353e+01 -2.170653e+01 -2.123065e+01 -2.071805e+01 -2.100554e+01
-2.074956e+01 -2.075121e+01 -2.091571e+01 -1.912650e+01 -2.043030e+01
-2.004728e+01 -2.228553e+01 -2.225002e+01 -2.253450e+01 -2.247568e+01
-2.193075e+01 -1.842692e+01 -2.096160e+01 -2.016105e+01 -1.995728e+01
-2.025562e+01 -1.912647e+01 -2.044338e+01 -1.966876e+01 -1.975287e+01
-1.990329e+01 -2.012345e+01 -2.032397e+01 -1.369981e+01 -1.468151e+01
-1.387906e+01 -1.427677e+01 -1.500164e+01 -1.767785e+01 -1.805031e+01
-1.830409e+01 -1.902060e+01 -1.937161e+01 -1.904760e+01 -1.538701e+01
-1.948847e+01 -1.947214e+01 -1.853529e+01 -1.792342e+01 -1.842266e+01
-1.865108e+01 -1.941181e+01 -1.845465e+01 -1.792568e+01 -1.745967e+01
-1.703245e+01 -1.583585e+01 -1.763342e+01 -1.753078e+01 -1.744103e+01
-1.518006e+01 -1.439974e+01 -1.670819e+01 -1.788956e+01 -1.852122e+01
-1.436681e+01 -1.733237e+01 -1.654031e+01 -1.799776e+01 -1.956185e+01
-1.984960e+01 -1.855483e+01 -1.792309e+01 -1.830027e+01 -1.869469e+01
-2.227630e+01 -2.028656e+01 -2.096065e+01 -2.213801e+01 -2.206940e+01
-2.204014e+01 -2.179322e+01 -2.064880e+01 -2.067183e+01 -2.061358e+01
-2.158582e+01 -2.236659e+01 -2.212199e+01 -2.258104e+01 -2.200184e+01
-2.102504e+01 -2.164059e+01 -2.141858e+01 -2.079228e+01 -2.098953e+01
-2.109533e+01 -2.075095e+01 -2.095024e+01 -2.012510e+01 -1.826177e+01
-1.766396e+01 -1.776199e+01 -1.919536e+01 -1.958782e+01 -2.039197e+01
-2.035041e+01 -2.013067e+01 -2.038752e+01 -2.049996e+01 -2.004745e+01
-2.091246e+01 -2.081543e+01 -2.061995e+01 -2.054011e+01 -2.041045e+01
-2.038296e+01 -2.043677e+01 -2.064587e+01 -2.070830e+01 -2.080903e+01
-2.083515e+01 -2.079692e+01 -2.085582e+01 -1.543802e+01 -1.970439e+01
-2.026479e+01 -2.055850e+01 -2.026395e+01 -1.832389e+01 -1.886189e+01
-1.586975e+01 -1.727956e+01 -1.556118e+01 -1.557179e+01 -1.810770e+01
-1.898918e+01 -2.035239e+01 -2.211979e+01 -2.204144e+01 -2.231900e+01
-2.169742e+01 -2.194275e+01 -2.066237e+01 -2.089477e+01 -2.077732e+01
-2.076447e+01 -2.098825e+01 -2.102672e+01 -2.102074e+01 -2.105796e+01
-2.150617e+01 -2.114966e+01 -2.124385e+01 -2.202344e+01 -2.177186e+01
-2.183329e+01 -2.155079e+01 -2.174216e+01 -1.742282e+01 -1.688553e+01
-1.866446e+01 -1.684718e+01 -2.081462e+01 -2.083084e+01 -2.091568e+01
-2.133884e+01 -2.129061e+01 -2.153187e+01 -2.163534e+01 -2.201765e+01
-2.190852e+01 -2.180271e+01 -2.082383e+01 -2.082541e+01 -2.084432e+01
-2.078627e+01 -2.093783e+01 -2.089625e+01 -2.092106e+01 -2.103373e+01
-2.118058e+01 -2.189895e+01 -2.175953e+01 -2.182022e+01 -2.178542e+01
-2.189554e+01 -2.097797e+01 -1.941450e+01 -2.056168e+01 -2.118733e+01
-2.111067e+01 -2.101874e+01 -2.098970e+01 -2.088565e+01 -1.848373e+01
-1.835306e+01 -1.796824e+01 -1.766259e+01 -1.818629e+01 -1.794496e+01
-1.874633e+01 -1.744709e+01 -1.623906e+01 -1.530007e+01 -1.522338e+01
-1.657358e+01 -1.432621e+01 -2.003904e+01 -2.103906e+01 -2.133095e+01
-2.097992e+01 -2.082470e+01 -2.089469e+01 -2.085946e+01 -2.083542e+01
-2.110918e+01 -2.099473e+01 -2.094229e+01 -2.094789e+01 -2.095183e+01
-1.657299e+01 -1.778036e+01 -1.678740e+01 -1.817939e+01 -1.772219e+01
-2.096190e+01 -1.768692e+01 -1.751040e+01 -2.090581e+01 -2.082634e+01
-2.081366e+01 -2.082585e+01 -2.083663e+01 -2.086808e+01 -2.083990e+01
-2.128346e+01 -2.114073e+01 -2.134135e+01 -2.187892e+01 -2.140606e+01
-2.227731e+01 -2.230020e+01 -2.232148e+01 -2.165641e+01 -2.146782e+01
-2.149510e+01 -2.209789e+01 -2.212216e+01 -2.208469e+01 -2.210318e+01
-2.212412e+01 -2.180911e+01 -2.127623e+01 -2.075865e+01 -2.060910e+01
-2.128764e+01 -2.097569e+01 -2.095231e+01 -2.095104e+01 -2.092637e+01
-2.094102e+01 -2.106803e+01 -2.106921e+01 -2.056904e+01 -2.044913e+01
-1.938158e+01 -1.946422e+01 -1.975867e+01 -1.920865e+01 -1.941556e+01
-1.926855e+01 -1.954142e+01 -1.646143e+01 -1.743250e+01 -1.670387e+01
-1.642535e+01 -1.752017e+01 -1.662485e+01 -1.653173e+01 -1.754494e+01
-1.625549e+01 -1.506861e+01 -1.456649e+01 -1.586330e+01 -1.513443e+01
-1.490193e+01 -1.712163e+01 -1.756200e+01 -1.777210e+01 -1.765205e+01
-1.641122e+01 -1.685267e+01 -2.083143e+01 -2.083109e+01 -2.084869e+01
-2.083800e+01 -2.082555e+01 -2.081787e+01 -1.892934e+01 -1.973628e+01
-1.834836e+01 -2.082752e+01 -2.091928e+01 -2.097314e+01 -2.076345e+01
-2.081506e+01 -2.077494e+01 -2.084971e+01 -2.072215e+01 -2.062120e+01
-2.063553e+01 -2.067982e+01 -2.066472e+01 -2.061649e+01 -2.022014e+01
-1.762383e+01 -1.780170e+01 -1.880882e+01 -1.916315e+01 -1.799371e+01
-1.911444e+01 -2.088760e+01 -1.988985e+01 -1.985485e+01 -2.002420e+01
-2.092074e+01 -2.088518e+01 -2.102681e+01 -1.941525e+01 -1.974718e+01
-1.932082e+01 -1.898805e+01 -1.914202e+01 -2.058910e+01 -1.967240e+01
-1.859396e+01 -1.819315e+01 -1.825883e+01 -1.790335e+01 -1.785450e+01
-1.818559e+01 -1.776150e+01 -1.713879e+01 -1.729780e+01 -1.783399e+01
-1.820002e+01 -1.760315e+01 -1.778598e+01 -1.778089e+01 -1.824262e+01
-1.801963e+01 -1.994845e+01 -2.027973e+01 -1.935998e+01 -1.845592e+01
-1.810377e+01 -1.771174e+01 -1.758461e+01 -1.902272e+01 -1.882951e+01
-2.081522e+01 -2.082457e+01 -2.081878e+01 -2.077571e+01 -2.087696e+01
-2.082134e+01 -2.076229e+01 -2.076170e+01 -2.092773e+01 -2.083107e+01
-2.115416e+01 -2.096145e+01 -2.096096e+01 -2.141208e+01 -2.216617e+01
-2.114328e+01 -2.217008e+01 -2.129113e+01 -2.105745e+01 -2.087476e+01
-2.106928e+01 -2.070354e+01 -2.065415e+01 -2.068283e+01 -2.047356e+01
-2.047886e+01 -1.353293e+01 -1.555362e+01 -1.527962e+01 -1.441250e+01
-1.468195e+01 -1.361709e+01 -1.646217e+01 -1.663328e+01 -1.646962e+01
-1.630395e+01 -1.535923e+01 -2.097966e+01 -2.089338e+01 -2.078928e+01
-2.083941e+01 -2.115454e+01 -2.114103e+01 -2.112716e+01 -1.985986e+01
-2.044258e+01 -2.057651e+01 -2.065782e+01 -2.059319e+01 -2.071989e+01
-2.112481e+01 -2.003994e+01 -2.031079e+01 -2.050739e+01 -1.838444e+01
-1.875034e+01 -1.909262e+01 -1.936902e+01 -1.926523e+01 -1.998670e+01
-1.983379e+01 -1.977608e+01 -1.983627e+01 -1.914021e+01 -1.929989e+01
-1.918357e+01 -1.887944e+01 -1.885114e+01 -1.885458e+01 -1.884761e+01
-2.113582e+01 -2.084546e+01 -2.108107e+01 -2.097615e+01 -2.112517e+01
-2.128930e+01 -2.088589e+01 -2.063205e+01 -1.850110e+01 -1.844319e+01
