0.1 	 0 	 0.002
0.1 	 1 	 0.0019
0.1 	 2 	 0.0019
0.1 	 3 	 0.0019
0.1 	 4 	 0.0018
0.1 	 5 	 0.0017
0.1 	 6 	 0.0016
0.1 	 7 	 0.0015
0.1 	 8 	 0.0014
0.1 	 9 	 0.0012
0.1 	 10 	 0.0011
0.1 	 11 	 0.001
0.1 	 12 	 0.0008
0.1 	 13 	 0.0007
0.1 	 14 	 0.0006
0.1 	 15 	 0.0005
0.1 	 16 	 0.0004
0.1 	 17 	 0.0003
0.1 	 18 	 0.0003
0.1 	 19 	 0.0002
0.1 	 20 	 0.0002
0.1 	 21 	 0.0001
0.1 	 22 	 0.0001
0.1 	 23 	 0.0001
0.1 	 24 	 0
0.1 	 25 	 0
0.1 	 26 	 0
0.1 	 27 	 0
0.1 	 28 	 0
0.1 	 29 	 0
0.1 	 30 	 0
0.1 	 31 	 0
0.1 	 32 	 0
0.1 	 33 	 0
0.1 	 34 	 0
0.1 	 35 	 0
0.1 	 36 	 0
0.1 	 37 	 0
0.1 	 38 	 0
0.1 	 39 	 0
0.1 	 40 	 0
0.1 	 41 	 0
0.1 	 42 	 0
0.1 	 43 	 0
0.1 	 44 	 0
0.1 	 45 	 0
0.1 	 46 	 0
0.1 	 47 	 0
0.1 	 48 	 0
0.1 	 49 	 0
0.1 	 50 	 0
0.1 	 51 	 0
0.1 	 52 	 0
0.1 	 53 	 0
0.1 	 54 	 0
0.1 	 55 	 0
0.1 	 56 	 0
0.1 	 57 	 0
0.1 	 58 	 0
0.1 	 59 	 0
0.1 	 60 	 0
0.1 	 61 	 0
0.1 	 62 	 0
0.1 	 63 	 0
0.1 	 64 	 0
0.1 	 65 	 0
0.1 	 66 	 0
0.1 	 67 	 0.0001
0.1 	 68 	 0.0001
0.1 	 69 	 0.0001
0.1 	 70 	 0.0002
0.1 	 71 	 0.0002
0.1 	 72 	 0.0003
0.1 	 73 	 0.0003
0.1 	 74 	 0.0004
0.1 	 75 	 0.0005
0.1 	 76 	 0.0006
0.1 	 77 	 0.0007
0.1 	 78 	 0.0008
0.1 	 79 	 0.001
0.1 	 80 	 0.0011
0.1 	 81 	 0.0012
0.1 	 82 	 0.0014
0.1 	 83 	 0.0015
0.1 	 84 	 0.0016
0.1 	 85 	 0.0017
0.1 	 86 	 0.0018
0.1 	 87 	 0.0019
0.1 	 88 	 0.0019
0.1 	 89 	 0.0019
0.1 	 90 	 0.002
0.11 	 0 	 0.033
0.11 	 1 	 0.0329
0.11 	 2 	 0.0325
0.11 	 3 	 0.032
0.11 	 4 	 0.0312
0.11 	 5 	 0.0301
0.11 	 6 	 0.0289
0.11 	 7 	 0.0276
0.11 	 8 	 0.0261
0.11 	 9 	 0.0244
0.11 	 10 	 0.0227
0.11 	 11 	 0.0209
0.11 	 12 	 0.019
0.11 	 13 	 0.0172
0.11 	 14 	 0.0153
0.11 	 15 	 0.0135
0.11 	 16 	 0.0118
0.11 	 17 	 0.0102
0.11 	 18 	 0.0087
0.11 	 19 	 0.0073
0.11 	 20 	 0.006
0.11 	 21 	 0.0049
0.11 	 22 	 0.0039
0.11 	 23 	 0.003
0.11 	 24 	 0.0023
0.11 	 25 	 0
0.11 	 26 	 0
0.11 	 27 	 0
0.11 	 28 	 0
0.11 	 29 	 0
0.11 	 30 	 0
0.11 	 31 	 0
0.11 	 32 	 0
0.11 	 33 	 0
0.11 	 34 	 0
0.11 	 35 	 0
0.11 	 36 	 0
0.11 	 37 	 0
0.11 	 38 	 0
0.11 	 39 	 0
0.11 	 40 	 0
0.11 	 41 	 0
0.11 	 42 	 0
0.11 	 43 	 0
0.11 	 44 	 0
0.11 	 45 	 0
0.11 	 46 	 0
0.11 	 47 	 0
0.11 	 48 	 0
0.11 	 49 	 0
0.11 	 50 	 0
0.11 	 51 	 0
0.11 	 52 	 0
0.11 	 53 	 0
0.11 	 54 	 0
0.11 	 55 	 0
0.11 	 56 	 0
0.11 	 57 	 0
0.11 	 58 	 0
0.11 	 59 	 0
0.11 	 60 	 0
0.11 	 61 	 0
0.11 	 62 	 0
0.11 	 63 	 0
0.11 	 64 	 0
0.11 	 65 	 0
0.11 	 66 	 0.0023
0.11 	 67 	 0.003
0.11 	 68 	 0.0039
0.11 	 69 	 0.0049
0.11 	 70 	 0.006
0.11 	 71 	 0.0073
0.11 	 72 	 0.0087
0.11 	 73 	 0.0102
0.11 	 74 	 0.0118
0.11 	 75 	 0.0135
0.11 	 76 	 0.0153
0.11 	 77 	 0.0172
0.11 	 78 	 0.019
0.11 	 79 	 0.0209
0.11 	 80 	 0.0227
0.11 	 81 	 0.0244
0.11 	 82 	 0.0261
0.11 	 83 	 0.0276
0.11 	 84 	 0.0289
0.11 	 85 	 0.0301
0.11 	 86 	 0.0312
0.11 	 87 	 0.032
0.11 	 88 	 0.0325
0.11 	 89 	 0.0329
0.11 	 90 	 0.033
0.12 	 0 	 0.173
0.12 	 1 	 0.1726
0.12 	 2 	 0.1714
0.12 	 3 	 0.1695
0.12 	 4 	 0.1667
0.12 	 5 	 0.1633
0.12 	 6 	 0.1591
0.12 	 7 	 0.1543
0.12 	 8 	 0.1488
0.12 	 9 	 0.1428
0.12 	 10 	 0.1362
0.12 	 11 	 0.1292
0.12 	 12 	 0.1217
0.12 	 13 	 0.114
0.12 	 14 	 0.1059
0.12 	 15 	 0.0977
0.12 	 16 	 0.0895
0.12 	 17 	 0.0812
0.12 	 18 	 0.073
0.12 	 19 	 0.065
0.12 	 20 	 0.0573
0.12 	 21 	 0.0499
0.12 	 22 	 0.0429
0.12 	 23 	 0.0364
0.12 	 24 	 0.0304
0.12 	 25 	 0
0.12 	 26 	 0
0.12 	 27 	 0
0.12 	 28 	 0
0.12 	 29 	 0
0.12 	 30 	 0
0.12 	 31 	 0
0.12 	 32 	 0
0.12 	 33 	 0
0.12 	 34 	 0
0.12 	 35 	 0
0.12 	 36 	 0
0.12 	 37 	 0
0.12 	 38 	 0
0.12 	 39 	 0
0.12 	 40 	 0
0.12 	 41 	 0
0.12 	 42 	 0
0.12 	 43 	 0
0.12 	 44 	 0
0.12 	 45 	 0
0.12 	 46 	 0
0.12 	 47 	 0
0.12 	 48 	 0
0.12 	 49 	 0
0.12 	 50 	 0
0.12 	 51 	 0
0.12 	 52 	 0
0.12 	 53 	 0
0.12 	 54 	 0
0.12 	 55 	 0
0.12 	 56 	 0
0.12 	 57 	 0
0.12 	 58 	 0
0.12 	 59 	 0
0.12 	 60 	 0
0.12 	 61 	 0
0.12 	 62 	 0
0.12 	 63 	 0
0.12 	 64 	 0
0.12 	 65 	 0
0.12 	 66 	 0.0304
0.12 	 67 	 0.0364
0.12 	 68 	 0.0429
0.12 	 69 	 0.0499
0.12 	 70 	 0.0573
0.12 	 71 	 0.065
0.12 	 72 	 0.073
0.12 	 73 	 0.0812
0.12 	 74 	 0.0895
0.12 	 75 	 0.0977
0.12 	 76 	 0.1059
0.12 	 77 	 0.114
0.12 	 78 	 0.1217
0.12 	 79 	 0.1292
0.12 	 80 	 0.1362
0.12 	 81 	 0.1428
0.12 	 82 	 0.1488
0.12 	 83 	 0.1543
0.12 	 84 	 0.1591
0.12 	 85 	 0.1633
0.12 	 86 	 0.1667
0.12 	 87 	 0.1695
0.12 	 88 	 0.1714
0.12 	 89 	 0.1726
0.12 	 90 	 0.173
0.13 	 0 	 0.4569
0.13 	 1 	 0.4562
0.13 	 2 	 0.4542
0.13 	 3 	 0.4508
0.13 	 4 	 0.4461
0.13 	 5 	 0.4401
0.13 	 6 	 0.4328
0.13 	 7 	 0.4242
0.13 	 8 	 0.4144
0.13 	 9 	 0.4034
0.13 	 10 	 0.3913
0.13 	 11 	 0.3781
0.13 	 12 	 0.3638
0.13 	 13 	 0.3486
0.13 	 14 	 0.3325
0.13 	 15 	 0.3156
0.13 	 16 	 0.2981
0.13 	 17 	 0.2799
0.13 	 18 	 0.2613
0.13 	 19 	 0.2423
0.13 	 20 	 0.2231
0.13 	 21 	 0.2039
0.13 	 22 	 0.1847
0.13 	 23 	 0.1659
0.13 	 24 	 0.1474
0.13 	 25 	 0.0004
0.13 	 26 	 0.0004
0.13 	 27 	 0.0003
0.13 	 28 	 0.0002
0.13 	 29 	 0.0002
0.13 	 30 	 0.0001
0.13 	 31 	 0.0001
0.13 	 32 	 0.0001
0.13 	 33 	 0
0.13 	 34 	 0
0.13 	 35 	 0
0.13 	 36 	 0
0.13 	 37 	 0
0.13 	 38 	 0
0.13 	 39 	 0
0.13 	 40 	 0
0.13 	 41 	 0
0.13 	 42 	 0
0.13 	 43 	 0
0.13 	 44 	 0
0.13 	 45 	 0
0.13 	 46 	 0
0.13 	 47 	 0
0.13 	 48 	 0
0.13 	 49 	 0
0.13 	 50 	 0
0.13 	 51 	 0
0.13 	 52 	 0
0.13 	 53 	 0
0.13 	 54 	 0
0.13 	 55 	 0
0.13 	 56 	 0
0.13 	 57 	 0
0.13 	 58 	 0.0001
0.13 	 59 	 0.0001
0.13 	 60 	 0.0001
0.13 	 61 	 0.0002
0.13 	 62 	 0.0002
0.13 	 63 	 0.0003
0.13 	 64 	 0.0004
0.13 	 65 	 0.0004
0.13 	 66 	 0.1474
0.13 	 67 	 0.1659
0.13 	 68 	 0.1847
0.13 	 69 	 0.2039
0.13 	 70 	 0.2231
0.13 	 71 	 0.2423
0.13 	 72 	 0.2613
0.13 	 73 	 0.2799
0.13 	 74 	 0.2981
0.13 	 75 	 0.3156
0.13 	 76 	 0.3325
0.13 	 77 	 0.3486
0.13 	 78 	 0.3638
0.13 	 79 	 0.3781
0.13 	 80 	 0.3913
0.13 	 81 	 0.4034
0.13 	 82 	 0.4144
0.13 	 83 	 0.4242
0.13 	 84 	 0.4328
0.13 	 85 	 0.4401
0.13 	 86 	 0.4461
0.13 	 87 	 0.4508
0.13 	 88 	 0.4542
0.13 	 89 	 0.4562
0.13 	 90 	 0.4569
0.14 	 0 	 0.841
0.14 	 1 	 0.8401
0.14 	 2 	 0.8374
0.14 	 3 	 0.8329
0.14 	 4 	 0.8267
0.14 	 5 	 0.8186
0.14 	 6 	 0.8088
0.14 	 7 	 0.7973
0.14 	 8 	 0.7841
0.14 	 9 	 0.7693
0.14 	 10 	 0.7528
0.14 	 11 	 0.7348
0.14 	 12 	 0.7152
0.14 	 13 	 0.6942
0.14 	 14 	 0.6717
0.14 	 15 	 0.6479
0.14 	 16 	 0.6228
0.14 	 17 	 0.5965
0.14 	 18 	 0.5691
0.14 	 19 	 0.5407
0.14 	 20 	 0.5113
0.14 	 21 	 0.4811
0.14 	 22 	 0.4503
0.14 	 23 	 0.4189
0.14 	 24 	 0.3871
0.14 	 25 	 0.0055
0.14 	 26 	 0.0049
0.14 	 27 	 0.0043
0.14 	 28 	 0.0037
0.14 	 29 	 0.003
0.14 	 30 	 0.0024
0.14 	 31 	 0.0019
0.14 	 32 	 0.0014
0.14 	 33 	 0.001
0.14 	 34 	 0.0007
0.14 	 35 	 0.0005
0.14 	 36 	 0.0003
0.14 	 37 	 0.0002
0.14 	 38 	 0.0001
0.14 	 39 	 0
0.14 	 40 	 0
0.14 	 41 	 0
0.14 	 42 	 0
0.14 	 43 	 0
0.14 	 44 	 0
0.14 	 45 	 0
0.14 	 46 	 0
0.14 	 47 	 0
0.14 	 48 	 0
0.14 	 49 	 0
0.14 	 50 	 0
0.14 	 51 	 0
0.14 	 52 	 0.0001
0.14 	 53 	 0.0002
0.14 	 54 	 0.0003
0.14 	 55 	 0.0005
0.14 	 56 	 0.0007
0.14 	 57 	 0.001
0.14 	 58 	 0.0014
0.14 	 59 	 0.0019
0.14 	 60 	 0.0024
0.14 	 61 	 0.003
0.14 	 62 	 0.0037
0.14 	 63 	 0.0043
0.14 	 64 	 0.0049
0.14 	 65 	 0.0055
0.14 	 66 	 0.3871
0.14 	 67 	 0.4189
0.14 	 68 	 0.4503
0.14 	 69 	 0.4811
0.14 	 70 	 0.5113
0.14 	 71 	 0.5407
0.14 	 72 	 0.5691
0.14 	 73 	 0.5965
0.14 	 74 	 0.6228
0.14 	 75 	 0.6479
0.14 	 76 	 0.6717
0.14 	 77 	 0.6942
0.14 	 78 	 0.7152
0.14 	 79 	 0.7348
0.14 	 80 	 0.7528
0.14 	 81 	 0.7693
0.14 	 82 	 0.7841
0.14 	 83 	 0.7973
0.14 	 84 	 0.8088
0.14 	 85 	 0.8186
0.14 	 86 	 0.8267
0.14 	 87 	 0.8329
0.14 	 88 	 0.8374
0.14 	 89 	 0.8401
0.14 	 90 	 0.841
0.15 	 0 	 1.3059
0.15 	 1 	 1.3047
0.15 	 2 	 1.3012
0.15 	 3 	 1.2954
0.15 	 4 	 1.2872
0.15 	 5 	 1.2768
0.15 	 6 	 1.2642
0.15 	 7 	 1.2493
0.15 	 8 	 1.2323
0.15 	 9 	 1.2131
0.15 	 10 	 1.1919
0.15 	 11 	 1.1687
0.15 	 12 	 1.1436
0.15 	 13 	 1.1166
0.15 	 14 	 1.0878
0.15 	 15 	 1.0573
0.15 	 16 	 1.0251
0.15 	 17 	 0.9914
0.15 	 18 	 0.9562
0.15 	 19 	 0.9196
0.15 	 20 	 0.8817
0.15 	 21 	 0.8426
0.15 	 22 	 0.8024
0.15 	 23 	 0.7611
0.15 	 24 	 0.7189
0.15 	 25 	 0.0261
0.15 	 26 	 0.0241
0.15 	 27 	 0.0219
0.15 	 28 	 0.0195
0.15 	 29 	 0.0171
0.15 	 30 	 0.0146
0.15 	 31 	 0.0123
0.15 	 32 	 0.01
0.15 	 33 	 0.0079
0.15 	 34 	 0.0061
0.15 	 35 	 0.0045
0.15 	 36 	 0.0032
0.15 	 37 	 0.0022
0.15 	 38 	 0.0014
0.15 	 39 	 0.0008
0.15 	 40 	 0.0005
0.15 	 41 	 0.0002
0.15 	 42 	 0.0001
0.15 	 43 	 0
0.15 	 44 	 0
0.15 	 45 	 0
0.15 	 46 	 0
0.15 	 47 	 0
0.15 	 48 	 0.0001
0.15 	 49 	 0.0002
0.15 	 50 	 0.0005
0.15 	 51 	 0.0008
0.15 	 52 	 0.0014
0.15 	 53 	 0.0022
0.15 	 54 	 0.0032
0.15 	 55 	 0.0045
0.15 	 56 	 0.0061
0.15 	 57 	 0.0079
0.15 	 58 	 0.01
0.15 	 59 	 0.0123
0.15 	 60 	 0.0146
0.15 	 61 	 0.0171
0.15 	 62 	 0.0195
0.15 	 63 	 0.0219
0.15 	 64 	 0.0241
0.15 	 65 	 0.0261
0.15 	 66 	 0.7189
0.15 	 67 	 0.7611
0.15 	 68 	 0.8024
0.15 	 69 	 0.8426
0.15 	 70 	 0.8817
0.15 	 71 	 0.9196
0.15 	 72 	 0.9562
0.15 	 73 	 0.9914
0.15 	 74 	 1.0251
0.15 	 75 	 1.0573
0.15 	 76 	 1.0878
0.15 	 77 	 1.1166
0.15 	 78 	 1.1436
0.15 	 79 	 1.1687
0.15 	 80 	 1.1919
0.15 	 81 	 1.2131
0.15 	 82 	 1.2323
0.15 	 83 	 1.2493
0.15 	 84 	 1.2642
0.15 	 85 	 1.2768
0.15 	 86 	 1.2872
0.15 	 87 	 1.2954
0.15 	 88 	 1.3012
0.15 	 89 	 1.3047
0.15 	 90 	 1.3059
0.16 	 0 	 1.8762
0.16 	 1 	 1.8747
0.16 	 2 	 1.8701
0.16 	 3 	 1.8624
0.16 	 4 	 1.8516
0.16 	 5 	 1.8379
0.16 	 6 	 1.8212
0.16 	 7 	 1.8016
0.16 	 8 	 1.7791
0.16 	 9 	 1.754
0.16 	 10 	 1.7261
0.16 	 11 	 1.6956
0.16 	 12 	 1.6627
